_id,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop,Crop_Encoded
680a2a659af7975ce1564431,33,121,203,22.45696744,94.76285385,5.605934087,114.8407725,Apple,0
680a2a659af7975ce15646cd,107,38,29,26.65069302,57.56695719,6.35118177,145.105065,Coffee,5
680a2a659af7975ce15642ca,29,35,28,28.3471611,53.53903102,6.967417766,90.40260445,Mango,12
680a2a659af7975ce1563fbb,27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,KidneyBeans,9
680a2a659af7975ce1563f6a,57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,ChickPea,3
680a2a659af7975ce15646ac,120,20,34,23.56960509,50.56339727,6.906124587,130.3797119,Coffee,5
680a2a659af7975ce1564013,36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,PigeonPeas,18
680a2a659af7975ce156447e,40,120,197,23.80593812,92.48879468,5.889480679,119.6335548,Apple,0
680a2a659af7975ce1564475,12,129,205,22.36238282,91.15761594,6.119432215,118.6832725,Apple,0
680a2a659af7975ce1564132,33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,Blackgram,2
680a2a659af7975ce1563f69,30,65,82,20.71424384,15.27824066,7.103798069,76.77888672,ChickPea,3
680a2a659af7975ce15640f4,33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,MungBean,14
680a2a659af7975ce156416f,3,69,23,28.67408774,63.18832976,7.299360767,42.96018627,Lentil,10
680a2a659af7975ce15641d4,4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,Pomegranate,19
680a2a659af7975ce1564128,49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,Blackgram,2
680a2a659af7975ce1564068,9,60,23,31.96987867,57.17377029,6.276004336,64.25520357,MothBeans,13
680a2a659af7975ce15646d3,106,21,35,25.627355,57.04151119,7.428523634,188.5506536,Coffee,5
680a2a659af7975ce15646d0,99,16,30,23.52652084,65.44340921,6.392791654,186.1728203,Coffee,5
680a2a659af7975ce1564607,126,37,21,25.84997269,84.16855231,6.61448588,77.03421249,Cotton,6
680a2a659af7975ce15643bb,115,17,55,27.57826922,94.11878202,6.776533055,28.08253201,Muskmelon,15
680a2a659af7975ce156403b,29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,MothBeans,13
680a2a659af7975ce156427c,82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,Banana,1
680a2a659af7975ce1564244,88,78,45,29.10403455,79.19588629,6.324270089,92.07835761,Banana,1
680a2a659af7975ce156435c,80,26,55,24.53442564,88.989272,6.140099215,49.11618732,Watermelon,21
680a2a659af7975ce156463e,77,51,44,23.25583402,82.7015932,7.124333547,166.2160846,Jute,8
680a2a659af7975ce1563e8d,75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,Rice,20
680a2a659af7975ce1563ed2,89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,Maize,11
680a2a659af7975ce1564257,109,91,53,29.66727337,83.51014178,6.010095853,110.2511102,Banana,1
680a2a659af7975ce15645ad,37,5,34,25.79490531,93.84150618,5.779032666,152.4238712,Coconut,4
680a2a659af7975ce1564508,39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,Papaya,17
680a2a659af7975ce1564314,9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,Grapes,7
680a2a659af7975ce15646c8,101,31,26,26.70897548,69.71184111,6.861235184,158.8608887,Coffee,5
680a2a659af7975ce1564067,23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,MothBeans,13
680a2a659af7975ce1563e4b,89,54,38,24.51588066,83.5352163,6.685346424,230.4462359,Rice,20
680a2a659af7975ce1564164,13,61,22,19.44084326,63.27771461,7.728832424,46.83130119,Lentil,10
680a2a659af7975ce1564614,60,37,39,26.59104992,82.94164078,6.033485257,161.2469997,Jute,8
680a2a659af7975ce1563fc0,11,78,22,23.89756791,22.74378977,5.940546818,112.6616435,KidneyBeans,9
680a2a659af7975ce1564046,29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,MothBeans,13
680a2a659af7975ce156430c,24,140,205,12.087022,83.59398734,5.93202852,68.66813363,Grapes,7
680a2a659af7975ce1564199,6,68,18,24.388717,62.50453062,6.711341147,47.26052494,Lentil,10
680a2a659af7975ce15641ba,40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,Lentil,10
680a2a659af7975ce1563f4b,52,73,79,17.25769499,18.74943955,7.840339389,94.00287214,ChickPea,3
680a2a659af7975ce15645d9,103,42,17,24.29470232,84.61527627,6.527541661,81.05902285,Cotton,6
680a2a659af7975ce1564439,13,144,197,22.9215706,94.89613443,6.28022267,105.6941544,Apple,0
680a2a659af7975ce156435f,82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,Watermelon,21
680a2a659af7975ce15643c3,113,6,52,27.76317235,90.35567642,6.740983646,25.21609113,Muskmelon,15
680a2a659af7975ce1563ea0,78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,Rice,20
680a2a659af7975ce15640d1,17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,MungBean,14
680a2a659af7975ce15643ba,120,24,47,26.98603693,89.4138489,6.260838965,58.54876687,Watermelon,21
680a2a659af7975ce156439d,97,22,50,26.26028739,86.14585891,6.7698938,58.97878791,Watermelon,21
680a2a659af7975ce1564060,36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,MothBeans,13
680a2a659af7975ce15645e5,118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,Cotton,6
680a2a659af7975ce1564532,44,47,45,38.73218907,94.73613484,6.579441304,218.142147,Papaya,17
680a2a659af7975ce156435d,85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,Watermelon,21
680a2a659af7975ce156445e,35,138,200,21.19909519,90.80819418,5.67130617,103.6838922,Apple,0
680a2a659af7975ce156408a,29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,MothBeans,13
680a2a659af7975ce1564246,117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,Banana,1
680a2a659af7975ce15640d3,2,38,18,27.53632932,89.92908171,6.619891498,45.48591922,MungBean,14
680a2a659af7975ce1564482,10,140,197,22.16939473,90.27185592,6.229498836,124.4683112,Apple,0
680a2a659af7975ce15640a2,31,51,25,27.53592929,85.5701901,7.196774236,53.01899249,MungBean,14
680a2a659af7975ce1563e94,72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,Rice,20
680a2a659af7975ce15643c0,81,25,49,29.86895762,93.25103208,6.076459669,26.26243014,Muskmelon,15
680a2a659af7975ce1564336,40,132,202,24.57558351,80.70695797,5.971813006,69.706113,Grapes,7
680a2a659af7975ce156456c,8,6,33,28.27804288,93.64761266,6.095261013,171.9457959,Coconut,4
680a2a659af7975ce1564229,39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,Pomegranate,19
680a2a659af7975ce156455e,31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,Coconut,4
680a2a659af7975ce1563e6f,85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,Rice,20
680a2a659af7975ce15644d6,24,30,11,32.39523995,94.51768464,6.601395755,113.25373,Orange,16
680a2a659af7975ce1564187,19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,Lentil,10
680a2a659af7975ce156447f,25,132,198,22.31944084,90.85174383,5.732757516,100.1173443,Apple,0
680a2a659af7975ce156461d,89,53,44,24.88692811,71.91711523,7.319735475,150.2498675,Jute,8
680a2a659af7975ce15645c4,101,58,18,25.66891439,81.38103349,6.652143699,78.59595817,Cotton,6
680a2a659af7975ce15646d5,97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,Coffee,5
680a2a659af7975ce15643ea,83,11,53,29.54097171,92.91778307,6.163921248,21.9653077,Muskmelon,15
680a2a659af7975ce15644ef,38,68,54,29.33710543,90.81781439,6.739170045,202.0572747,Papaya,17
680a2a659af7975ce1564014,7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,PigeonPeas,18
680a2a659af7975ce15643ff,110,15,48,28.57819995,92.86597437,6.212567211,27.5987178,Muskmelon,15
680a2a659af7975ce156463b,66,47,36,24.85441411,74.4407048,6.57256106,175.572958,Jute,8
680a2a659af7975ce1564385,85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,Watermelon,21
680a2a659af7975ce1564268,95,74,50,25.90113128,80.47152737,6.002481605,110.10323,Banana,1
680a2a659af7975ce15645eb,131,60,17,25.32023717,81.79475917,7.425041316,83.46532547,Cotton,6
680a2a659af7975ce1563fff,16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,PigeonPeas,18
680a2a659af7975ce1564689,109,29,28,23.26316991,60.5160021,6.724688503,194.1755471,Coffee,5
680a2a659af7975ce15643b9,83,23,55,26.89750174,83.89241484,6.463271076,43.97193745,Watermelon,21
680a2a659af7975ce1564096,4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,MothBeans,13
680a2a659af7975ce1563e77,93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,Rice,20
680a2a659af7975ce1564547,43,64,47,38.58954491,91.58076549,6.825664782,102.2708231,Papaya,17
680a2a659af7975ce15642ef,21,21,30,27.69819273,51.41593238,5.403908328,100.7720705,Mango,12
680a2a659af7975ce156444c,15,133,199,23.99686172,91.61001707,5.824778636,117.6102915,Apple,0
680a2a659af7975ce1564462,27,120,200,21.45278675,90.74531921,6.110218826,116.7036582,Apple,0
680a2a659af7975ce15640a1,34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,MungBean,14
680a2a659af7975ce1564479,35,131,203,22.42776057,93.91722423,5.893490899,102.7230739,Apple,0
680a2a659af7975ce1564657,62,59,41,24.2248758,74.89465426,7.175170657,192.4931257,Jute,8
680a2a659af7975ce15642c2,21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,Mango,12
680a2a659af7975ce156461b,67,55,44,26.284017,75.14640198,7.251847296,182.2685447,Jute,8
680a2a659af7975ce1564300,16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,Grapes,7
680a2a659af7975ce15642c0,5,19,25,27.3511056,54.43945147,6.441328044,96.27792547,Mango,12
680a2a659af7975ce1564563,10,9,28,29.01256899,94.01014388,6.282955073,150.0500312,Coconut,4
680a2a659af7975ce156443b,9,137,200,21.12152071,90.6878768,5.636687393,102.8017203,Apple,0
680a2a659af7975ce1564283,99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,Banana,1
680a2a659af7975ce15641fe,27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,Pomegranate,19
680a2a659af7975ce1563ec3,78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,Maize,11
680a2a659af7975ce1564452,20,139,202,23.50201428,92.21083961,5.66999105,107.9868949,Apple,0
680a2a659af7975ce1564577,28,10,30,29.8690834,91.14723422,6.305740522,192.7678575,Coconut,4
680a2a659af7975ce15642a5,30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,Mango,12
680a2a659af7975ce15642c7,26,18,30,32.06097197,51.08494181,6.336234624,96.59816497,Mango,12
680a2a659af7975ce1564364,119,9,50,26.74550678,83.9195902,6.251286661,40.794305,Watermelon,21
680a2a659af7975ce1564620,60,55,40,24.9949957,88.95692783,7.02777956,151.4935635,Jute,8
680a2a659af7975ce1564515,35,66,47,31.7018373,91.66232213,6.953439161,48.83810592,Papaya,17
680a2a659af7975ce15642a8,12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,Mango,12
680a2a659af7975ce15641b5,14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,Lentil,10
680a2a659af7975ce156409f,22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,MungBean,14
680a2a659af7975ce15641cb,0,27,38,22.44581266,89.90147027,6.738016221,109.3905998,Pomegranate,19
680a2a659af7975ce15640ca,35,48,15,27.10818093,87.4512669,6.981758362,55.03723979,MungBean,14
680a2a659af7975ce15642d9,26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,Mango,12
680a2a659af7975ce1563e84,99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,Rice,20
680a2a659af7975ce156450d,44,57,53,42.30495821,90.51431779,6.93172108,74.876786,Papaya,17
680a2a659af7975ce1563fb2,37,65,16,22.8352024,18.97267518,5.683548308,63.59276673,KidneyBeans,9
